0,12.3751,12.3708
200,5.9751,6.4894
400,5.1088,5.9103
600,4.5463,5.5828
800,4.1652,5.4313
1000,3.8939,5.3732
1200,3.6562,5.3860
1400,3.4489,5.3752
1600,3.2819,5.4388
1800,3.1353,5.4543
2000,3.0127,5.5409
2200,2.9030,5.5985
2400,2.7837,5.6551
2600,2.6824,5.7332
2800,2.5805,5.8319
3000,2.4762,5.8877
3200,2.3780,5.9608
3400,2.2821,6.0466
3600,2.1730,6.0696
3800,2.0696,6.1841
