0,12.3741,12.3897
200,6.6243,6.8922
400,6.1088,6.4699
600,5.6564,6.1924
800,5.2981,6.0024
1000,5.0158,5.9024
1200,4.7628,5.8491
1400,4.5505,5.8079
1600,4.3570,5.7855
1800,4.1945,5.7996
2000,4.0487,5.8244
2200,3.9135,5.8323
2400,3.7979,5.8808
2600,3.7046,5.9103
2800,3.6052,5.9735
3000,3.5274,6.0107
3200,3.4515,6.0713
